"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Condition","Count"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Stroke","11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Nervous system disorder (excluding stroke)","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Brain disease or condition (non-traumatic)","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Brain injury (traumatic)","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Spinal cord injury (traumatic)","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Hip or femur fracture","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"14T063","RUSH OAK PARK HOSPITAL","520 S. MAPLE","","OAK PARK","IL","60304","Cook","(708) 660-3713","5","All other conditions","less than 11"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Stroke","117"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Nervous system disorder (excluding stroke)","26"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Brain disease or condition (non-traumatic)","28"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Brain injury (traumatic)","25"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Spinal cord disease or condition (non-traumatic)","28"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Spinal cord injury (traumatic)","less than 11"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Hip or femur fracture","47"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","Hip or knee replacement, amputation or other bone or joint condition","65"
"14T065","PAULSON REHAB NETWORK INPATIENT REHABILITATION UNI","5101 SOUTH WILLOW SPRINGS RD","","LAGRANGE","IL","60525","Cook","(708) 245-6521","5","All other conditions","68"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Stroke","110"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Nervous system disorder (excluding stroke)","39"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Brain disease or condition (non-traumatic)","42"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Brain injury (traumatic)","18"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Spinal cord disease or condition (non-traumatic)","37"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Spinal cord injury (traumatic)","less than 11"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Hip or femur fracture","less than 11"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","Hip or knee replacement, amputation or other bone or joint condition","20"
"14T067","SAINT FRANCIS MEDICAL CENTER","530 N.E. GLEN OAK AVE","","PEORIA","IL","61637","Peoria","(309) 655-5750","5","All other conditions","58"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Stroke","20"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Nervous system disorder (excluding stroke)","16"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Brain disease or condition (non-traumatic)","less than 11"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Brain injury (traumatic)","less than 11"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Spinal cord injury (traumatic)","less than 11"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Hip or femur fracture","17"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","Hip or knee replacement, amputation or other bone or joint condition","19"
"14T082","WEISS MEMORIAL HOSPITAL","4646 N. MARINE DRIVE","","CHICAGO","IL","60640","Cook","(773) 878-8700","5","All other conditions","28"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Stroke","48"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Nervous system disorder (excluding stroke)","less than 11"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Brain disease or condition (non-traumatic)","11"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Brain injury (traumatic)","12"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Spinal cord injury (traumatic)","less than 11"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Hip or femur fracture","less than 11"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","Hip or knee replacement, amputation or other bone or joint condition","21"
"14T091","CARLE FOUNDATION HOSPITAL","611 W. PARK","","URBANA","IL","61801","Champaign","(217) 383-6423","5","All other conditions","13"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Stroke","57"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Nervous system disorder (excluding stroke)","68"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Brain disease or condition (non-traumatic)","32"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Brain injury (traumatic)","less than 11"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Spinal cord injury (traumatic)","less than 11"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Hip or femur fracture","23"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","Hip or knee replacement, amputation or other bone or joint condition","46"
"14T113","PROVENA COVENANT MEDICAL CENTER REHAB","1400 WEST PARK ST.","","URBANA","IL","61801","Champaign","(502) 596-6346","5","All other conditions","63"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Stroke","70"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Nervous system disorder (excluding stroke)","24"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Brain disease or condition (non-traumatic)","16"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Brain injury (traumatic)","less than 11"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Spinal cord disease or condition (non-traumatic)","25"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Spinal cord injury (traumatic)","less than 11"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Hip or femur fracture","16"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"14T114","SWEDISH COVENANT HOSPITAL","SWEDISH COVENANT HOSPITAL","","CHICAGO","IL","60625","Cook","(773) 989-6248","5","All other conditions","75"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Stroke","130"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Nervous system disorder (excluding stroke)","82"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Brain disease or condition (non-traumatic)","12"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Brain injury (traumatic)","20"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Spinal cord disease or condition (non-traumatic)","22"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Spinal cord injury (traumatic)","less than 11"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Hip or femur fracture","61"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","Hip or knee replacement, amputation or other bone or joint condition","16"
"14T116","CENTEGRA HOSPITAL - MCHENRY","4201 MEDICAL CENTER DRIVE","","MCHENRY","IL","60050","McHenry","(815) 759-4612","5","All other conditions","25"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Stroke","179"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Nervous system disorder (excluding stroke)","102"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Brain disease or condition (non-traumatic)","39"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Brain injury (traumatic)","67"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Spinal cord disease or condition (non-traumatic)","65"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Spinal cord injury (traumatic)","less than 11"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Hip or femur fracture","115"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","Hip or knee replacement, amputation or other bone or joint condition","35"
"14T117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVE","","CHICAGO","IL","60631","Cook","(773) 990-6627","5","All other conditions","161"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Stroke","91"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Nervous system disorder (excluding stroke)","68"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Brain disease or condition (non-traumatic)","43"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Brain injury (traumatic)","11"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Spinal cord disease or condition (non-traumatic)","63"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Spinal cord injury (traumatic)","less than 11"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Hip or femur fracture","30"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","Hip or knee replacement, amputation or other bone or joint condition","128"
"14T119","JOHNSTON R BOWMAN HEALTH CTR.","710 S. PAULINA, 420","","CHICAGO","IL","60612","Cook","(312) 942-8241","5","All other conditions","102"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Stroke","less than 11"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Nervous system disorder (excluding stroke)","16"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Brain disease or condition (non-traumatic)","less than 11"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Brain injury (traumatic)","less than 11"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Spinal cord injury (traumatic)","less than 11"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Hip or femur fracture","13"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"14T125","GATEWAY REGIONAL MEDICAL CTR","2100 MADISON AVE","","GRANITE CITY","IL","62040","Madison","(618) 798-3670","5","All other conditions","25"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Stroke","48"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Nervous system disorder (excluding stroke)","22"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Brain disease or condition (non-traumatic)","28"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Brain injury (traumatic)","less than 11"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Spinal cord disease or condition (non-traumatic)","11"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Spinal cord injury (traumatic)","less than 11"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Hip or femur fracture","15"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","Hip or knee replacement, amputation or other bone or joint condition","22"
"14T127","BROMENN REGIONAL MEDICAL CENTER","BROMENN REGIONAL MEDICAL CENTE","","BLOOMINGTON","IL","61702","McLean","(309) 268-1400","5","All other conditions","31"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Stroke","85"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Nervous system disorder (excluding stroke)","less than 11"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Brain disease or condition (non-traumatic)","16"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Brain injury (traumatic)","less than 11"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Spinal cord injury (traumatic)","less than 11"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Hip or femur fracture","24"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","Hip or knee replacement, amputation or other bone or joint condition","12"
"14T133","HOLY CROSS HOSPITAL","2701 W 68TH ST","","CHICAGO","IL","60629","Cook","(773) 884-7340","5","All other conditions","46"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Stroke","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Nervous system disorder (excluding stroke)","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Brain disease or condition (non-traumatic)","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Brain injury (traumatic)","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Spinal cord disease or condition (non-traumatic)","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Spinal cord injury (traumatic)","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Hip or femur fracture","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","Hip or knee replacement, amputation or other bone or joint condition","Not Available"
"14T135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","","DECATUR","IL","62526","Macon","(217) 876-8121","5","All other conditions","Not Available"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Stroke","113"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Nervous system disorder (excluding stroke)","less than 11"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Brain disease or condition (non-traumatic)","22"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Brain injury (traumatic)","19"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Spinal cord disease or condition (non-traumatic)","18"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Spinal cord injury (traumatic)","less than 11"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Hip or femur fracture","less than 11"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","Hip or knee replacement, amputation or other bone or joint condition","42"
"14T148","MEMORIAL MEDICAL CENTER","701 N 1ST ST","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-3303","5","All other conditions","72"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Stroke","30"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Nervous system disorder (excluding stroke)","less than 11"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Brain disease or condition (non-traumatic)","13"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Brain injury (traumatic)","less than 11"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Spinal cord injury (traumatic)","less than 11"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Hip or femur fracture","less than 11"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","Hip or knee replacement, amputation or other bone or joint condition","18"
"14T150","UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO","1740 W. TAYLOR ST. M/C 889","","CHICAGO","IL","60612","Cook","(312) 996-3698","5","All other conditions","30"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Stroke","99"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Nervous system disorder (excluding stroke)","41"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Brain disease or condition (non-traumatic)","15"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Brain injury (traumatic)","less than 11"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Spinal cord injury (traumatic)","less than 11"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Hip or femur fracture","29"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","Hip or knee replacement, amputation or other bone or joint condition","27"
"14T158","MERCY HOSPITAL REHABILITATION UNIT","2525 SOUTH MICHIGAN AVE","","CHICAGO","IL","60616","Cook","(502) 596-6346","5","All other conditions","59"
"14T166","ST MARYS HOSPITAL","1800 E LAKE SHORE DR","","DECATUR","IL","62521","Macon","(217) 464-5195","5","Stroke","64"
